,id,name,language,pull_requests,size,contributors,age,contributor_xp,pr_points
0,13473768,ionic-team/ionicons,TypeScript,51,28466,45,2945,4.613,7.416
0,105036236,Shopify/draggable,JavaScript,101,5603,44,1734,2.154,5.262
0,79779269,youzan/vant-weapp,JavaScript,56,23052,160,689,4.619,7.857
0,100401612,Delgan/loguru,Python,118,2058,49,2362,1.896,5.777
0,265122478,ManimCommunity/manim,Python,783,40436,373,378,2.834,30.468
0,39013909,reduxjs/redux-thunk,TypeScript,74,1704,48,3066,1.821,7.666
0,76342242,rough-stuff/rough,HTML,64,6173,10,2532,1.312,6.714
0,74762106,jhao104/proxy_pool,Python,137,550,45,2599,2.039,7.046
0,48626335,vuejs/vue-cli,JavaScript,171,30935,456,2132,3.896,8.382
0,4484451,amix/vimrc,Vim Script,106,29728,79,4239,2.854,5.204
0,130884470,solidjs/solid,TypeScript,84,13953,146,1055,3.193,7.118
0,50447720,kodecocodes/swift-algorithm-club,Swift,607,14104,237,2171,9.178,14.049
0,84533158,yunjey/pytorch-tutorial,Python,28,13110,25,1053,3.219,4.716
0,21125024,typicode/husky,JavaScript,114,4082,115,2389,3.188,5.238
0,187335810,jesseduffield/lazydocker,Go,170,26913,66,1607,3.103,8.437
0,12732573,junegunn/vim-plug,Vim Script,165,8805,54,3490,1.929,24.494
0,1828795,AFNetworking/AFNetworking,Objective-C,616,6129,281,4248,5.441,22.396
0,13855476,go-gorm/gorm,Go,644,4234,361,3756,3.323,12.94
0,21700699,vsouza/awesome-ios,Swift,2212,13528,394,3489,7.551,14.695
0,2797951,doctrine/DoctrineBundle,PHP,350,3184,251,3294,8.88,20.889
0,125722945,TheAssassin/AppImageLauncher,C++,57,1860,39,2084,2.942,11.307
0,2302803,MrSwitch/hello.js,JavaScript,112,8749,61,4165,2.802,7.538
0,111044068,microsoft/tsyringe,TypeScript,73,1343,22,1976,1.926,7.786
0,97027254,Spandan-Madan/DeepLearningProject,HTML,13,2519,9,1104,1.692,2.116
0,156217558,microsoft/vscode-dev-containers,Shell,414,14225,224,931,7.62,26.156
0,3114995,markdalgleish/stellar.js,JavaScript,4,1191,4,1164,1.079,2.415
0,17714713,pre-commit/pre-commit-hooks,Python,330,863,99,2930,2.598,22.631
0,145865941,laravel/telescope,PHP,38,12314,158,1937,3.594,4.926
0,78002587,pardeike/Harmony,C#,119,16117,57,2586,4.737,10.464
0,365565715,pawelmalak/flame,TypeScript,37,3459,17,805,1.206,6.248
0,9149146,pudo/dataset,Python,103,800,60,3753,3.816,8.574
0,21127643,invertase/rdash-angular,HTML,30,1806,16,888,2.245,3.294
0,1464380,haraka/Haraka,JavaScript,1751,9040,167,4717,3.272,25.521
0,128907699,iamkun/dayjs,JavaScript,303,5530,318,1988,2.953,15.241
0,382496361,louislam/uptime-kuma,JavaScript,943,23974,387,936,4.563,20.938
0,220809393,Textualize/rich,Python,730,49170,224,1542,3.083,32.395
0,162998479,sherlock-project/sherlock,Python,532,16660,192,1852,3.579,27.038
0,42489829,rust-lang/rustlings,Rust,215,2896,364,1741,13.054,7.888
0,1424470,moment/moment,JavaScript,63,22196,406,1010,6.673,13.191
0,53809090,juliangarnier/anime,JavaScript,29,49250,43,1487,2.803,1.712
0,1700621,necolas/normalize.css,CSS,49,379,36,2472,2.116,4.223
0,19872456,remix-run/react-router,TypeScript,981,23774,429,2645,12.701,12.354
